Duration_Microseconds
15971
15942
17978
17982
19993
16039
15948
15949
18985
18067
15898
15993
16015
19033
15895
16013
17962
16953
16028
16028
15935
15966
16004
15982
17116
18910
15906
15980
17973
17000
15935
18030
17051
15913
15918
16032
18116
16824
15981
16009
18057
15951
17015
17909
16008
15951
16010
15995
18968
15967
17962
17980
17026
18036
15944
15975
15977
15995
16080
15986
15858
19021
16999
15927
16016
15961
17975
17044
18020
16921
15997
15985
17021
17891
17009
16111
15933
15896
16080
16880
15994
19027
17923
16009
1454972
14550
14909
14809
14203
14736
15072
14340
14867
15402
16501
14988
14867
14222
14799
14824
14272
14970
15031
14849
13862
14056
13862
14067
14012
13993
14357
15646
13948
13924
14145
13889
14751
14226
15473
17354
17928
14223
14068
15864
16463
18160
17585
14519
15017
14370
14194
14813
14892
14337
16792
13934
14921
16631
14377
14014
13944
15325
17752
17974
15449
16820
15207
14660
15808
14212
15832
15604
15187
14264
17782
17084
14010
15840
14240
16790
14130
15214
15250
14368
14878
14100
14600
14327
33708
14320
14588
14357
14091
17044
17870
14339
14596
14601
15269
14489
14743
14215
15265
14401
16870
15569
16039
14853
14745
16732
15552
15058
16214
14593
14935
14896
15457
14535
15930
16468
16298
14205
13805
14713
14513
14299
14903
14690
13988
15074
14858
13880
14768
15345
14288
14600
14448
15166
15603
15071
14853
14951
14890
13866
14115
16009
15693
14572
14864
14913
14001
14072
17773
14088
14042
14019
14242
14673
14953
14917
14691
18077
15470
16755
2894986
14188
14732
16832
15242
15404
15450
14197
15434
14211
16112
14121
14333
14565
13907
14085
14024
14055
14834
13916
14409
14825
15147
15347
14279
16552
15198
16074
14999
14218
14160
14943
15741
15542
14565
14449
15090
14451
13891
14254
14916
15140
17007
16900
14867
16285
14617
14108
14854
18768
17893
16734
14673
15122
16510
15462
17443
14295
13871
14016
14324
14999
14832
14322
14657
14864
13987
14285
14815
15050
16901
15134
15218
14557
15261
15391
16667
14874
15990
15668
14372
15190
14818
18781
15585
14358
15171
14876
14845
14235
14855
17293
14725
16725
14559
16577
15711
15950
14802
14254
14161
14038
15498
16761
15959
15494
15541
14625
14354
14653
13932
14136
15505
14282
14103
13943
13878
14905
14196
14245
14727
13893
14051
14535
14932
14481
14178
14862
14339
14877
14715
14813
14308
15199
14580
13915
14303
14682
14334
14561
15559
15791
16610
14514
14882
14901
16491
14460
14122
15421
15621
16583
14244
14017
14003
14768
14025
15331
14937
15048
2895077
14462
14080
14296
16757
14766
14382
14684
16747
14601
14689
16971
14101
14932
14347
14498
15420
15012
15691
15011
14734
13995
14222
14876
17770
14362
15211
14807
16244
16210
14392
15552
15501
13710
14129
14081
13810
13964
13993
19024
14527
14598
13803
14852
14148
13883
14644
14690
14782
14899
14121
13871
14200
15130
14737
13992
14040
14348
14564
15838
15394
17198
14664
14019
13764
16004
13992
13832
14114
13897
14139
13961
14085
13943
14437
14827
14711
14077
14227
14804
14834
14813
14869
14790
14307
18254
15169
15405
14861
14547
14046
15108
15202
14784
14691
14655
14682
15024
18840
15363
14454
13660
17915
15767
14452
16176
19001
15066
17296
14852
15296
17128
14467
15907
14572
17696
15314
15507
14649
14007
14156
14061
15402
14561
15324
14979
17104
16410
15794
16066
17566
17850
17358
15891
14840
14887
15523
14201
16018
15662
16195
14342
16348
14037
14396
14793
14798
13990
14316
14666
13973
15235
14820
17907
15058
15134
13892
15626
14662
14581
2916389
16208
15372
14233
13742
14683
14444
13835
14357
14889
15376
14457
14042
13959
14098
15075
14657
15407
14841
13798
14402
14486
13954
14081
14029
14948
14226
14588
14240
13886
14028
14007
13843
14076
13940
14097
14726
14784
15921
16135
14547
13982
15078
15720
14167
14227
15076
14655
14494
14326
13964
14266
14815
14063
13862
14598
14536
14169
15577
17523
14466
14102
14195
16851
15933
14903
14862
17820
15334
13866
14146
14620
14313
14477
14348
14112
14884
15512
17301
16281
14452
14898
14657
14432
14453
14121
14288
14647
14121
13989
13803
17524
14485
15558
14540
13874
14241
14725
18167
16462
17146
14524
14845
14169
14954
14855
13639
14000
15127
16862
14334
13990
13675
16658
17413
14229
14797
14157
14516
16106
14037
15405
14778
13830
14286
15212
15193
16409
15674
15149
16185
13805
15050
13984
16417
15471
14125
14185
13845
13826
14277
17823
15434
14588
14340
14898
14764
16012
14759
14077
14247
14083
14672
14231
14188
14601
15047
14367
18024
